,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,age,work_year,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,month_on_book,target
36162,5029311,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,59.93424658,7.247955325,0,1,1,Unknown,2,12,1
29487,5117791,0,1,0,more,162,Commercial associate,Incomplete higher,Married,House / apartment,26.47123288,2.180821918,1,1,0,Core staff,more,50,1
34182,5143464,1,0,1,0,202.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.86575342,1.956164384,0,0,1,Managers,1,2,0
4821,5024873,0,0,1,0,112.5,Pensioner,Incomplete higher,Widow,House / apartment,60.85479452,7.247955325,0,1,0,Unknown,1,59,0
14534,5058529,1,0,0,0,391.5,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.32054795,1.391780822,0,0,0,Sales staff,1,4,0
102,5008919,0,0,1,0,297,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.51780822,8.860273973,0,0,0,Laborers,1,15,0
14199,5056082,0,0,0,1,180,Working,Higher education,Married,House / apartment,31.8630137,10.3260274,0,0,0,Laborers,more,51,1
33886,5143109,1,1,0,0,135,Working,Secondary / secondary special,Married,House / apartment,24.38082192,6.37260274,1,1,0,Waiters/barmen staff,2,57,0
29426,5117627,1,0,0,0,157.5,Commercial associate,Incomplete higher,Single / not married,House / apartment,26.98356164,0.6,0,1,0,Unknown,1,50,0
36253,5062594,1,1,1,1,135,State servant,Higher education,Married,House / apartment,24.58082192,0.397260274,0,0,1,Core staff,more,27,1
25363,5104985,0,0,0,0,112.5,Pensioner,Secondary / secondary special,Separated,Municipal apartment,59.25753425,7.247955325,0,0,0,Unknown,1,28,0
2954,5022509,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Widow,House / apartment,64.57534247,7.247955325,0,0,0,Unknown,1,8,0
20577,5089502,1,1,0,0,225,Working,Secondary / secondary special,Single / not married,House / apartment,24.54246575,0.594520548,1,1,0,Drivers,1,6,0
36418,5139446,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Widow,House / apartment,58.23561644,7.247955325,0,1,0,Unknown,1,16,1
19611,5087838,1,0,1,0,135,State servant,Secondary / secondary special,Married,Rented apartment,28.62465753,6.364383562,1,0,1,Unknown,2,15,0
24534,5099901,1,1,1,0,157.5,Commercial associate,Secondary / secondary special,Married,House / apartment,55.72876712,18.77534247,0,0,0,Laborers,2,8,0
26757,5113132,0,1,1,0,360,Commercial associate,Secondary / secondary special,Married,House / apartment,52.14520548,9.684931507,0,0,0,Sales staff,2,9,0
17910,5068478,1,1,0,1,229.5,State servant,Secondary / secondary special,Married,House / apartment,59.35616438,11.89589041,0,0,0,Managers,more,49,0
8154,5036888,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,53.99726027,7.247955325,0,0,0,Unknown,2,46,0
36122,5010894,1,1,1,0,112.5,Working,Secondary / secondary special,Married,House / apartment,62.24657534,2.356164384,0,1,1,Low-skill Laborers,2,40,1
24798,5118420,1,1,0,0,90,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,29.73424658,0.682191781,0,1,0,Laborers,1,25,1
32,5008843,1,0,1,1,405,Commercial associate,Higher education,Married,House / apartment,32.44383562,5.523287671,0,0,0,Managers,more,29,0
21289,5090292,0,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,42.57808219,2.42739726,1,0,0,Sales staff,2,44,0
18095,5068714,0,0,0,0,157.5,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,42.33972603,0.969863014,0,0,0,Laborers,2,14,0
25011,5117912,0,1,0,0,117,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.1369863,7.247955325,0,1,0,Unknown,2,22,0
36417,5139311,1,1,1,0,180,State servant,Higher education,Married,House / apartment,27.64657534,1.761643836,0,0,0,High skill tech staff,2,37,1
35904,5149980,0,0,1,1,405,State servant,Higher education,Married,House / apartment,34.88219178,12.38356164,0,0,0,Core staff,more,11,0
33888,5143111,1,1,0,0,135,Working,Secondary / secondary special,Married,House / apartment,24.38082192,6.37260274,1,1,0,Waiters/barmen staff,2,7,0
8982,5038884,0,0,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,62.70136986,7.247955325,0,1,0,Unknown,2,60,0
25855,5105608,0,0,1,more,157.5,Working,Secondary / secondary special,Married,House / apartment,35.72328767,9.246575342,0,0,0,Laborers,more,15,0
3144,5022744,0,0,0,1,202.5,Commercial associate,Secondary / secondary special,Separated,House / apartment,29.5890411,8.673972603,0,0,0,Sales staff,2,27,0
14245,5056160,0,0,1,0,216,Working,Secondary / secondary special,Married,House / apartment,49.49863014,17.85479452,1,1,1,High skill tech staff,2,31,0
24939,5118502,0,1,0,more,315,Working,Higher education,Married,House / apartment,37.7890411,7.268493151,1,1,0,Managers,more,58,0
18865,5078813,1,0,1,0,450,Commercial associate,Higher education,Married,House / apartment,52.2739726,5.071232877,0,1,0,Managers,2,37,1
20067,5088888,0,0,1,0,171,Working,Secondary / secondary special,Single / not married,Rented apartment,46.40547945,1.843835616,0,0,0,Laborers,1,28,0
3629,5023347,1,1,1,0,900,Working,Secondary / secondary special,Married,House / apartment,50.23835616,5.060273973,0,0,0,Managers,2,29,0
36428,5143574,1,1,0,0,157.5,Working,Incomplete higher,Married,With parents,24.99726027,2.630136986,1,0,0,Drivers,2,16,1
36218,5051161,1,1,0,1,135,Working,Secondary / secondary special,Married,House / apartment,26.28493151,2.37260274,0,0,0,Laborers,more,10,1
13782,5054315,0,0,0,0,112.5,Commercial associate,Secondary / secondary special,Married,House / apartment,55.57534247,4.750684932,1,1,0,High skill tech staff,2,50,1
2173,5021558,1,0,1,0,135,Working,Secondary / secondary special,Married,House / apartment,49.83013699,1.583561644,0,0,0,Drivers,2,5,0
11734,5048429,0,0,1,0,171,Working,Secondary / secondary special,Single / not married,House / apartment,54.46849315,23.02739726,0,1,0,Accountants,1,18,0
35269,5149188,1,1,0,1,450,Working,Higher education,Married,House / apartment,26.97808219,1.375342466,0,1,1,Core staff,more,31,1
23524,5095839,1,0,0,0,225,Commercial associate,Secondary / secondary special,Married,House / apartment,40.77260274,3.101369863,1,1,0,Laborers,2,39,1
16035,5065518,0,1,0,1,202.5,Working,Higher education,Married,Rented apartment,26.05479452,7.884931507,0,0,0,Laborers,more,47,1
10077,5044814,0,0,1,0,135,Working,Higher education,Single / not married,House / apartment,24.93150685,3.104109589,0,0,0,Managers,1,31,0
10183,5045070,0,0,0,0,112.5,Working,Secondary / secondary special,Married,House / apartment,28.33972603,6.939726027,0,0,0,Laborers,2,1,0
32522,5137206,1,0,0,0,90,Working,Secondary / secondary special,Single / not married,With parents,27.12328767,0.465753425,1,0,0,Drivers,1,54,1
23618,5095977,0,1,0,0,225,Commercial associate,Secondary / secondary special,Civil marriage,With parents,44.69589041,2.849315068,1,0,0,High skill tech staff,2,56,0
31051,5126463,0,1,0,0,112.5,Commercial associate,Secondary / secondary special,Separated,House / apartment,48.33150685,28.64109589,1,1,0,Medicine staff,1,57,1
36184,5041920,1,0,0,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,62.36986301,7.247955325,0,1,0,Unknown,2,19,1
36268,5078820,0,0,0,more,225,Commercial associate,Secondary / secondary special,Married,House / apartment,39.66027397,13.6630137,0,0,0,High skill tech staff,more,35,1
36351,5113688,0,0,1,0,292.5,Working,Secondary / secondary special,Married,House / apartment,33.91506849,12.2,0,0,1,Sales staff,2,41,1
12777,5053038,0,0,1,0,45,Pensioner,Lower secondary,Married,House / apartment,60.95890411,7.247955325,0,0,0,Unknown,2,29,0
4015,5023896,0,0,0,1,90,Pensioner,Secondary / secondary special,Married,House / apartment,50.16164384,7.247955325,0,0,0,Unknown,more,55,1
6610,5029626,0,0,1,1,180,Working,Secondary / secondary special,Married,With parents,22.03013699,3.887671233,0,1,1,Sales staff,more,28,0
36422,5142741,1,0,0,1,360,Working,Higher education,Married,House / apartment,30.44383562,1.284931507,1,1,0,Managers,more,37,1
36261,5069012,0,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,55.60273973,10.1369863,0,0,0,Laborers,2,33,1
32468,5137144,1,1,0,more,292.5,Commercial associate,Secondary / secondary special,Married,House / apartment,40.19178082,19.06027397,0,1,0,Unknown,more,27,0
34627,5146340,1,0,0,0,135,Working,Secondary / secondary special,Single / not married,House / apartment,25.4109589,1.350684932,0,0,0,Laborers,1,1,0
16089,5065591,0,1,0,1,90,State servant,Secondary / secondary special,Married,Municipal apartment,38.05753425,19.39726027,1,1,0,Medicine staff,more,2,0
723,5009715,1,0,0,0,180,Working,Secondary / secondary special,Single / not married,House / apartment,25.69863014,4.693150685,1,1,0,Unknown,1,16,0
18287,5068943,0,0,1,0,157.5,Working,Higher education,Married,House / apartment,48.74246575,13.89589041,0,0,0,Unknown,2,24,0
32548,5137241,0,0,0,0,90,Working,Secondary / secondary special,Married,House / apartment,47.54794521,8.967123288,1,1,0,Secretaries,2,49,1
35943,5150027,1,1,1,1,180,Working,Secondary / secondary special,Civil marriage,House / apartment,39.5890411,8.884931507,0,0,0,Unknown,more,29,0
36455,5150049,0,0,1,0,283.5,Working,Secondary / secondary special,Married,House / apartment,49.2,1.794520548,0,0,0,Sales staff,2,9,1
12949,5053254,0,1,1,0,180,Commercial associate,Secondary / secondary special,Married,House / apartment,51.14246575,5.890410959,1,0,0,Managers,2,31,1
36393,5118643,0,0,0,1,112.5,Working,Secondary / secondary special,Married,House / apartment,27.57534247,1.347945205,1,0,0,Cooking staff,more,10,1
7471,5035817,0,0,1,0,157.5,Working,Secondary / secondary special,Civil marriage,House / apartment,48.76164384,2.353424658,0,0,0,Sales staff,2,25,0
15118,5061774,0,0,1,0,157.5,Pensioner,Secondary / secondary special,Separated,House / apartment,57.66849315,7.247955325,0,0,0,Unknown,1,6,0
29595,5117974,0,1,0,0,144,Working,Higher education,Civil marriage,House / apartment,26.7890411,2.347945205,1,1,0,Unknown,2,5,0
20126,5088965,0,0,0,0,90,Working,Secondary / secondary special,Civil marriage,House / apartment,48.54520548,9.432876712,0,0,0,Low-skill Laborers,2,54,1
24849,5117707,1,1,0,0,315,Working,Higher education,Married,House / apartment,55.66849315,10.85205479,1,0,0,Unknown,2,33,0
36333,5105647,1,1,1,0,202.5,Working,Higher education,Married,House / apartment,48.17808219,8.265753425,0,0,0,Drivers,2,21,1
15214,5061887,0,0,1,0,292.5,Commercial associate,Higher education,Married,House / apartment,51.89589041,13.29863014,1,0,0,Sales staff,2,26,0
33944,5143179,1,1,0,0,225,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47.87123288,7.208219178,0,0,0,Managers,1,28,1
15904,5065348,0,1,1,0,202.5,Working,Higher education,Married,House / apartment,41.53424658,10.88767123,0,0,0,High skill tech staff,2,56,1
34590,5146261,1,1,1,1,135,Working,Secondary / secondary special,Married,House / apartment,29.89041096,3.934246575,1,0,0,Security staff,more,37,0
14924,5061523,0,0,1,0,180,Working,Secondary / secondary special,Married,House / apartment,51.41643836,5.046575342,0,0,0,Cleaning staff,2,47,0
28290,5116010,0,0,1,0,90,Working,Secondary / secondary special,Married,House / apartment,49.23013699,9.789041096,0,0,0,Sales staff,2,21,0
36153,5024451,1,1,1,0,180,Working,Secondary / secondary special,Married,House / apartment,34.53150685,7.178082192,1,1,0,Managers,2,27,1
36119,5010839,0,0,1,0,180,Pensioner,Secondary / secondary special,Married,House / apartment,59.30958904,7.247955325,0,1,0,Unknown,2,35,1
36389,5118283,1,0,0,0,112.5,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.52876712,7.247955325,0,0,0,Unknown,2,39,1
3858,5023645,1,1,0,more,225,Working,Secondary / secondary special,Married,House / apartment,40.48219178,6.060273973,0,0,0,Drivers,more,51,1
1198,5010315,0,1,1,1,112.5,Commercial associate,Secondary / secondary special,Married,House / apartment,41.39452055,5.35890411,0,0,0,Core staff,more,32,0
13785,5054318,1,0,0,more,121.5,Working,Secondary / secondary special,Married,House / apartment,37.65753425,0.580821918,0,0,0,Laborers,more,5,0
36265,5069219,0,1,1,0,256.5,Commercial associate,Higher education,Married,House / apartment,30.71232877,4.723287671,1,0,0,Accountants,2,27,1
8464,5146186,1,0,0,0,202.5,Working,Secondary / secondary special,Married,Municipal apartment,50.08493151,9.852054795,0,0,0,Laborers,2,19,0
36342,5105801,0,0,0,0,112.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,53.14794521,15.84109589,0,1,0,Unknown,2,38,1
36327,5105325,1,0,1,0,76.5,Pensioner,Secondary / secondary special,Married,House / apartment,60.09041096,7.247955325,0,1,0,Unknown,2,9,1
29742,5118181,0,0,0,0,202.5,Working,Secondary / secondary special,Married,House / apartment,36.39178082,2.682191781,0,1,0,Cleaning staff,2,4,0
36123,5021303,1,0,0,1,472.5,Pensioner,Higher education,Married,With parents,24.40273973,2.501369863,0,0,1,Unknown,more,14,1
36386,5118278,0,0,0,0,112.5,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.52876712,7.247955325,0,0,0,Unknown,2,24,1
36426,5143342,1,0,0,1,216,Working,Secondary / secondary special,Married,Municipal apartment,35.46849315,6.624657534,0,0,1,Laborers,more,32,1
35983,5150077,1,1,1,1,360,Commercial associate,Higher education,Married,Rented apartment,29.64657534,7.8,0,0,0,Managers,more,23,0
36297,5092245,0,0,0,0,103.5,Pensioner,Secondary / secondary special,Married,House / apartment,60.57808219,7.247955325,0,0,0,Unknown,2,7,1
13170,5053555,1,1,1,1,193.5,Working,Secondary / secondary special,Married,House / apartment,28.6,6.164383562,1,0,0,Core staff,more,41,0
36339,5105738,0,0,0,more,292.5,Commercial associate,Secondary / secondary special,Married,House / apartment,33.88493151,1.84109589,0,0,0,Core staff,more,17,1
7298,5033962,0,0,1,more,144,Working,Secondary / secondary special,Married,House / apartment,37.33972603,2.049315068,1,0,0,Unknown,more,37,0
36350,5113622,1,0,0,0,225,Working,Secondary / secondary special,Widow,Municipal apartment,53.16712329,0.947945205,0,0,0,Security staff,1,7,1
32384,5137041,0,0,0,0,103.5,Pensioner,Secondary / secondary special,Married,House / apartment,55.13150685,7.247955325,0,0,0,Unknown,2,29,0
25327,5104947,0,0,1,more,67.5,Commercial associate,Secondary / secondary special,Married,House / apartment,45.7369863,1.128767123,1,1,0,Sales staff,more,42,1
33265,5142362,1,1,1,1,112.5,Working,Secondary / secondary special,Married,House / apartment,44.39452055,2.534246575,1,1,0,Drivers,more,59,1
9930,5097164,0,0,1,1,90,Working,Higher education,Married,House / apartment,28.82191781,6.515068493,0,0,0,Laborers,more,51,0
21449,5090519,0,0,1,1,144,Commercial associate,Higher education,Married,House / apartment,34.29315068,10.35068493,0,1,1,Managers,more,26,0
28626,5116447,0,1,1,1,67.5,Working,Secondary / secondary special,Married,With parents,47.13972603,3.838356164,0,0,0,Laborers,more,0,0
20637,5089565,0,0,0,0,202.5,Commercial associate,Higher education,Married,House / apartment,30.98356164,7.432876712,1,0,0,Sales staff,2,48,1
33492,5142644,0,0,0,0,90,Working,Secondary / secondary special,Married,House / apartment,27.72876712,9.457534247,0,1,0,Unknown,2,56,0
21541,5090669,0,1,1,0,225,Working,Secondary / secondary special,Married,House / apartment,48.82465753,5.01369863,0,0,0,Unknown,2,43,0
13275,5053679,0,1,1,0,225,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.08219178,3.917808219,0,1,0,High skill tech staff,1,22,1
14120,5054761,0,0,1,more,202.5,Working,Secondary / secondary special,Married,House / apartment,43.26575342,17.08767123,1,1,0,Medicine staff,more,11,0
17243,5067600,0,1,1,0,135,Working,Secondary / secondary special,Married,House / apartment,40.89315068,2.161643836,0,0,0,Cooking staff,2,17,0
2103,5021476,0,0,1,0,135,Working,Secondary / secondary special,Married,House / apartment,32.61643836,6.767123288,0,1,1,Cooking staff,2,10,0
10761,5045947,0,1,0,1,387,Working,Higher education,Married,House / apartment,36.07671233,7.052054795,0,0,0,Managers,more,31,0
10349,5045390,1,1,1,0,261,Working,Incomplete higher,Married,House / apartment,43.66027397,4.131506849,0,1,0,Managers,2,45,0
3583,5023286,0,0,1,1,45,Commercial associate,Secondary / secondary special,Married,House / apartment,42.78356164,2.895890411,1,0,0,Cleaning staff,more,55,0
19340,5085916,0,0,1,0,225,Commercial associate,Higher education,Single / not married,House / apartment,56.08219178,25.39452055,0,0,0,Core staff,1,3,0
11812,5048544,0,0,1,more,135,Working,Secondary / secondary special,Married,House / apartment,27.49315068,8.934246575,0,0,0,Unknown,more,37,0
32776,5137538,0,0,0,0,157.5,Working,Secondary / secondary special,Married,House / apartment,51.72876712,8.638356164,1,0,0,Cooking staff,2,45,0
6340,5029283,0,0,1,0,202.5,Pensioner,Secondary / secondary special,Separated,House / apartment,64.6630137,7.247955325,0,1,0,Unknown,1,44,0
28349,5116083,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,57.44383562,7.247955325,0,1,0,Unknown,2,27,1
11073,5046361,0,0,1,0,90,Working,Secondary / secondary special,Civil marriage,With parents,39.41369863,0.380821918,1,1,0,Sales staff,2,36,0
36282,5089959,1,0,1,1,126,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.94520548,5.767123288,0,0,0,Unknown,more,39,1
36189,5045895,0,0,1,0,225,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.79726027,7.247955325,0,0,0,Unknown,1,18,1
18310,5068975,0,0,1,0,292.5,Working,Higher education,Single / not married,House / apartment,47.63835616,4.553424658,0,1,1,Managers,1,26,0
36257,5068389,0,1,1,1,270,Working,Higher education,Separated,House / apartment,38.49863014,0.383561644,0,1,0,Sales staff,2,37,1
24524,5099883,1,1,0,0,315,Working,Incomplete higher,Married,House / apartment,31.35068493,2.843835616,0,0,0,Unknown,2,36,0
31549,5132711,0,0,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,63.97534247,7.247955325,0,0,0,Unknown,2,26,0
36314,5096283,1,1,0,0,135,Working,Secondary / secondary special,Married,House / apartment,38.92876712,0.265753425,0,0,0,Security staff,2,45,1
36262,5069016,0,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,55.60273973,10.1369863,0,0,0,Laborers,2,35,1
11902,5050484,0,0,0,0,292.5,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.22739726,29.4739726,0,0,0,Laborers,2,47,0
36177,5036590,1,1,1,0,292.5,Working,Higher education,Married,House / apartment,57.68493151,2.21369863,0,0,0,Drivers,2,13,1
12083,5050730,0,0,0,0,135,Commercial associate,Higher education,Separated,House / apartment,32.08767123,13.2109589,0,1,1,HR staff,1,44,0
32937,5139859,1,1,1,0,189,Pensioner,Secondary / secondary special,Separated,House / apartment,54.82465753,7.247955325,0,0,0,Unknown,1,22,0
20680,5089621,0,1,0,0,247.5,Working,Higher education,Married,House / apartment,43.44657534,4.934246575,1,0,0,Laborers,2,31,0
4379,5024362,1,0,1,1,81,Working,Secondary / secondary special,Married,House / apartment,33.73424658,3.008219178,0,0,0,Laborers,more,52,0
1386,5010541,0,1,0,more,135,Working,Secondary / secondary special,Married,House / apartment,38.15890411,8.361643836,0,0,0,Laborers,more,52,1
36357,5114236,0,0,0,0,270,Working,Secondary / secondary special,Married,House / apartment,45.81643836,1.950684932,1,0,0,Managers,2,44,1
33444,5142586,1,1,1,0,301.5,Working,Secondary / secondary special,Married,Rented apartment,24.68219178,2.367123288,0,0,0,Laborers,2,3,0
27435,5114100,1,1,0,0,135,Working,Lower secondary,Married,Co-op apartment,36.27671233,1.194520548,1,1,0,Laborers,2,22,0
36450,5149729,1,1,1,0,90,Working,Secondary / secondary special,Married,House / apartment,52.33150685,4.715068493,0,0,0,Unknown,2,21,1
10417,5045477,1,1,1,0,202.5,Pensioner,Secondary / secondary special,Married,House / apartment,61.50136986,7.247955325,0,0,0,Unknown,2,18,0
29675,5118092,0,1,0,0,144,Working,Secondary / secondary special,Married,House / apartment,42.44931507,9.019178082,0,0,0,Accountants,2,47,0
3651,5023373,0,0,1,more,157.5,Commercial associate,Secondary / secondary special,Married,House / apartment,46.58630137,3.060273973,1,0,0,Private service staff,more,55,0
1028,5010111,0,1,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,60.59726027,7.247955325,0,0,0,Unknown,2,35,0
36354,5113944,0,1,0,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,63.90136986,7.247955325,0,1,0,Unknown,2,43,1
31059,5126484,0,0,0,0,76.5,Working,Secondary / secondary special,Widow,House / apartment,53.99726027,8.961643836,0,0,0,Sales staff,1,48,0
12160,5050841,0,0,0,0,157.5,Working,Secondary / secondary special,Single / not married,House / apartment,40.55890411,7.545205479,0,0,0,Laborers,1,38,0
7050,5033782,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,58.41643836,7.247955325,0,0,0,Unknown,2,46,0
14824,5061396,1,0,1,0,72.9,Pensioner,Lower secondary,Married,House / apartment,64.17260274,7.247955325,0,0,0,Unknown,2,49,1
27276,5113903,1,0,0,0,225,Working,Secondary / secondary special,Married,House / apartment,52.39452055,13.8739726,0,1,0,Laborers,2,30,0
36403,5126012,0,0,0,0,270,State servant,Secondary / secondary special,Married,House / apartment,55.07671233,3.956164384,1,1,0,Waiters/barmen staff,2,31,1
23652,5096013,1,0,0,1,270,Working,Secondary / secondary special,Married,House / apartment,27.24109589,1.517808219,1,0,0,Managers,more,24,1
20410,5089294,0,0,0,0,67.5,Working,Secondary / secondary special,Married,House / apartment,50.81917808,3.178082192,1,0,0,Unknown,2,31,0
32775,5137537,1,0,0,0,135,Working,Secondary / secondary special,Married,House / apartment,40.69589041,9.638356164,1,0,0,Drivers,2,0,0
32454,5137125,0,0,0,0,90,Commercial associate,Secondary / secondary special,Single / not married,With parents,21.25205479,2.465753425,0,0,0,Sales staff,1,20,0
18663,5069450,0,0,1,0,202.5,State servant,Higher education,Widow,House / apartment,43.24383562,13.47671233,0,0,0,Unknown,1,15,0
36366,5116258,0,0,1,more,180,Commercial associate,Secondary / secondary special,Married,House / apartment,47.85753425,20.30958904,0,0,0,Core staff,more,35,1
2230,5021627,0,1,1,0,225,Pensioner,Secondary / secondary special,Widow,House / apartment,60.04931507,7.247955325,0,0,1,Unknown,1,54,1
17822,5068351,1,1,1,1,135,Commercial associate,Higher education,Married,House / apartment,49.94520548,1.216438356,1,1,0,Managers,more,7,0
36254,5065618,1,0,1,0,247.5,Commercial associate,Secondary / secondary special,Married,House / apartment,41.92328767,1.632876712,1,1,0,Laborers,2,46,1
15341,5062045,0,0,1,1,315,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,51.49041096,5.046575342,0,1,0,Cleaning staff,2,35,0
748,5009746,0,1,0,0,315,Commercial associate,Higher education,Married,House / apartment,37.14246575,1.605479452,1,1,0,Unknown,2,55,1
36267,5069377,1,1,0,more,337.5,Working,Higher education,Single / not married,House / apartment,32.35616438,4.553424658,1,0,0,Unknown,more,41,1
36399,5125816,0,1,0,0,450,Pensioner,Higher education,Married,House / apartment,54.2,15.1260274,1,1,0,Managers,2,46,1
13935,5054524,0,0,0,more,180,Working,Secondary / secondary special,Married,House / apartment,45.50958904,22.92876712,0,0,0,Unknown,more,57,1
18488,5069216,0,1,1,0,256.5,Commercial associate,Higher education,Married,House / apartment,30.71232877,4.723287671,1,0,0,Accountants,2,60,1
36449,5149190,1,1,0,1,450,Working,Higher education,Married,House / apartment,26.97808219,1.375342466,0,1,1,Core staff,more,11,1
16409,5066516,0,0,1,1,67.5,Working,Secondary / secondary special,Married,House / apartment,41.78630137,2.430136986,1,0,0,Core staff,more,22,0
32334,5136976,0,0,0,0,306,State servant,Higher education,Married,House / apartment,34.73150685,15.30684932,0,0,0,Medicine staff,2,3,0
36260,5068779,0,0,0,0,180,Working,Secondary / secondary special,Single / not married,With parents,36.70136986,10.55616438,1,1,0,Private service staff,1,11,1
30811,5126128,0,1,0,0,72,Working,Secondary / secondary special,Married,House / apartment,41.60273973,0.621917808,1,1,0,Medicine staff,2,39,1
36307,5096078,1,0,0,1,207,State servant,Higher education,Married,Office apartment,40.79726027,7.18630137,0,0,0,Core staff,more,20,1
15514,5062271,0,0,1,0,360,State servant,Secondary / secondary special,Separated,House / apartment,32.76164384,7.715068493,0,0,0,Medicine staff,1,7,0
31973,5135673,0,1,0,0,56.25,Pensioner,Secondary / secondary special,Married,House / apartment,65.13150685,7.247955325,0,1,0,Unknown,2,57,1
25513,5105190,1,0,1,0,315,Commercial associate,Higher education,Single / not married,House / apartment,28.76438356,1.493150685,0,0,1,Laborers,1,53,1
36311,5096096,0,0,0,1,135,Working,Secondary / secondary special,Married,House / apartment,29.39178082,4.435616438,1,1,0,Accountants,more,8,1
34034,5143285,0,0,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,58.51506849,7.247955325,0,0,0,Unknown,2,13,0
36429,5143576,1,1,0,0,157.5,Working,Incomplete higher,Married,With parents,24.99726027,2.630136986,1,0,0,Drivers,2,21,1
15787,5062622,1,1,1,0,270,State servant,Secondary / secondary special,Married,House / apartment,31.15616438,10.67671233,0,0,0,Core staff,2,30,0
26578,5112842,0,1,1,0,427.5,Working,Higher education,Married,House / apartment,54.9369863,6.868493151,0,0,1,Accountants,2,13,0
35141,5148997,0,1,1,1,202.5,Commercial associate,Higher education,Married,House / apartment,42.73424658,4.545205479,0,0,0,Accountants,more,18,0
36242,5058348,0,0,1,0,99,Pensioner,Higher education,Separated,House / apartment,67.42739726,7.247955325,0,0,0,Unknown,1,41,1
32788,5139314,1,1,1,0,180,State servant,Higher education,Married,House / apartment,27.64657534,1.761643836,0,0,0,High skill tech staff,2,48,0
34265,5143580,1,1,0,0,157.5,Working,Incomplete higher,Married,With parents,24.99726027,2.630136986,1,0,0,Drivers,2,42,1
35207,5149089,1,0,1,1,202.5,Working,Secondary / secondary special,Married,House / apartment,40.03835616,1.542465753,0,0,0,Laborers,more,40,0
19315,5085886,1,1,1,0,315,Commercial associate,Higher education,Married,House / apartment,51.1260274,3.465753425,0,0,0,Managers,2,60,1
35290,5149215,1,1,1,0,180,Working,Secondary / secondary special,Married,House / apartment,34.21369863,2.046575342,0,0,1,Laborers,2,39,0
36147,5024284,1,1,1,0,315,Commercial associate,Secondary / secondary special,Married,House / apartment,42.49041096,3.257534247,1,1,0,Drivers,2,37,1
21673,5090987,1,1,1,0,495,Working,Incomplete higher,Married,With parents,24.43013699,3.016438356,0,0,1,Drivers,2,40,0
32754,5137510,1,1,0,1,225,Commercial associate,Higher education,Married,With parents,34.34794521,10.30136986,1,0,0,High skill tech staff,more,38,1
36246,5058530,1,0,0,0,391.5,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.32054795,1.391780822,0,0,0,Sales staff,1,40,1
25894,5105660,0,1,1,more,540,Working,Higher education,Single / not married,House / apartment,38.79452055,1.156164384,0,1,1,Unknown,more,6,0
27973,5115606,0,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,39.7890411,9.369863014,0,0,0,Core staff,2,20,1
25597,5105302,0,0,0,0,157.5,Working,Secondary / secondary special,Widow,Municipal apartment,57.95342466,10.66575342,0,1,0,Unknown,1,5,0
3971,5023830,0,0,1,1,135,State servant,Secondary / secondary special,Separated,House / apartment,31.45205479,4.621917808,0,0,0,Unknown,2,12,0
32865,5139574,0,1,1,more,225,State servant,Incomplete higher,Married,House / apartment,40.14520548,22.11232877,0,0,0,Unknown,more,39,1
